species;biomass;NumberAdults;TrapID;Exploratory;plot;PlotIDYear;month;year;Order;Suborder;Family;Genus;epitheton;subspecies;length;feeding_guild;LUI;replicate;Rep_ID
Macrosteles laevis;2.662795209;1;AEG21-KEFAug2017;ALB;AEG21;AEG21_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;3.21;B;AEG21-KEFAug2017B
Sciocoris cursitans;6.209775999;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Heteroptera;Pentatomidae;Sciocoris;cursitans;;5.2;h;1.48;A;AEG22-KEFAug2017A
Lygus pratensis;21.08984515;2;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;1.48;A;AEG22-KEFAug2017A
Longitarsus pratensis;0.747367266;2;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;1.48;A;AEG22-KEFAug2017A
Euscelis incisus;2.842688769;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;1.48;A;AEG22-KEFAug2017A
Protapion interjectum;0.652944126;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Apionidae;Protapion;interjectum;;2;h;1.48;A;AEG22-KEFAug2017A
Longitarsus succineus;0.612881572;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;1.48;A;AEG22-KEFAug2017A
Psammotettix helvolus;2.010424871;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;1.48;A;AEG22-KEFAug2017A
Sitona sulcifrons;2.646757662;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Curculionidae;Sitona;sulcifrons;;3.5;h;1.48;B;AEG22-KEFAug2017B
Longitarsus pratensis;2.242101798;6;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;1.48;B;AEG22-KEFAug2017B
Chorthippus parallelus;160.5841839;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;1.48;B;AEG22-KEFAug2017B
Adelphocoris seticornis;14.8088174;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Adelphocoris;seticornis;;7.5;h;1.48;B;AEG22-KEFAug2017B
Lygus pratensis;10.54492257;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;1.48;B;AEG22-KEFAug2017B
Philaenus spumarius;9.371238401;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.48;B;AEG22-KEFAug2017B
Euscelis incisus;2.842688769;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;1.48;B;AEG22-KEFAug2017B
Macrosteles cristatus;2.935206124;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;1.48;B;AEG22-KEFAug2017B
Longitarsus melanocephalus;1.140901002;1;AEG22-KEFAug2017;ALB;AEG22;AEG22_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;melanocephalus;;2.5;h;1.48;B;AEG22-KEFAug2017B
Megadelphax sordidulus;3.738201942;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Megadelphax;sordidulus;;4.15;h;1.48;A;AEG22-KEFJun2017A
Arthaldeus pascuellus;7.469088555;3;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;1.48;A;AEG22-KEFJun2017A
Dicranotropis divergens;12.19971887;8;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Dicranotropis;divergens;;2.85;h;1.48;A;AEG22-KEFJun2017A
Philaenus spumarius;37.4849536;4;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.48;A;AEG22-KEFJun2017A
Longitarsus melanocephalus;1.140901002;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;melanocephalus;;2.5;h;1.48;A;AEG22-KEFJun2017A
Nabis brevis;9.426391633;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Nabidae;Nabis;brevis;;6.2;c;1.48;A;AEG22-KEFJun2017A
Phylloneta impressa;16.45437476;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Araneae;Labidognatha;Theridiidae;Phylloneta;impressa;;4.25;c;1.48;A;AEG22-KEFJun2017A
Trichosirocalus troglodytes;2.516971737;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Curculionidae;Trichosirocalus;troglodytes;;2.6;h;1.48;A;AEG22-KEFJun2017A
Euscelis incisus;2.842688769;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;1.48;A;AEG22-KEFJun2017A
Polymerus unifasciatus;75.41788226;9;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;1.48;A;AEG22-KEFJun2017A
Longitarsus pratensis;0.373683633;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;1.48;A;AEG22-KEFJun2017A
Longitarsus succineus;0.612881572;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;1.48;A;AEG22-KEFJun2017A
Adelphocoris seticornis;59.23526959;4;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Adelphocoris;seticornis;;7.5;h;1.48;A;AEG22-KEFJun2017A
Notostira elongata;27.77762705;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;1.48;A;AEG22-KEFJun2017A
Plagiognathus chrysanthemi;5.189623242;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Plagiognathus;chrysanthemi;;3.6;h;1.48;A;AEG22-KEFJun2017A
Criocoris crassicornis;2.110734357;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Criocoris;crassicornis;;3.3;h;1.48;A;AEG22-KEFJun2017A
Leptopterna dolabrata;75.34116032;4;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Leptopterna;dolabrata;;8.3;h;1.48;A;AEG22-KEFJun2017A
Psammotettix helvolus;2.010424871;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;1.48;A;AEG22-KEFJun2017A
Coccinella septempunctata;12.93240756;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Coccinellidae;Coccinella;septempunctata;;6.6;c;1.48;A;AEG22-KEFJun2017A
Charagochilus gyllenhalii;2.950030287;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Charagochilus;gyllenhalii;;3.8;h;1.48;A;AEG22-KEFJun2017A
Oedemera femorata;28.09056769;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Oedemeridae;Oedemera;femorata;;9;o;1.48;A;AEG22-KEFJun2017A
Plagiognathus chrysanthemi;18.16368135;7;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Plagiognathus;chrysanthemi;;3.6;h;1.48;B;AEG22-KEFJun2017B
Polymerus unifasciatus;92.17741165;11;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;1.48;B;AEG22-KEFJun2017B
Philaenus spumarius;65.5986688;7;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;1.48;B;AEG22-KEFJun2017B
Leptopterna dolabrata;113.0117405;6;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Leptopterna;dolabrata;;8.3;h;1.48;B;AEG22-KEFJun2017B
Phylloneta impressa;16.45437476;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Araneae;Labidognatha;Theridiidae;Phylloneta;impressa;;4.25;c;1.48;B;AEG22-KEFJun2017B
Notostira elongata;55.55525411;4;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;1.48;B;AEG22-KEFJun2017B
Dicranotropis divergens;18.29957831;12;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Dicranotropis;divergens;;2.85;h;1.48;B;AEG22-KEFJun2017B
Adelphocoris seticornis;29.6176348;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Adelphocoris;seticornis;;7.5;h;1.48;B;AEG22-KEFJun2017B
Stenurella bifasciata;24.34875351;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Cerambycidae;Stenurella;bifasciata;;8.5;o;1.48;B;AEG22-KEFJun2017B
Psammotettix helvolus;4.020849742;2;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;1.48;B;AEG22-KEFJun2017B
Hoplia argentea;36.55947916;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Scarabaeidae;Hoplia;argentea;;10;h;1.48;B;AEG22-KEFJun2017B
Mangora acalypha;9.596244387;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Araneae;Labidognatha;Araneidae;Mangora;acalypha;;4.5;c;1.48;B;AEG22-KEFJun2017B
Xysticus cristatus;15.25480824;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Araneae;Labidognatha;Thomisidae;Xysticus;cristatus;;5.58;c;1.48;B;AEG22-KEFJun2017B
Longitarsus succineus;0.612881572;1;AEG22-KEFJun2017;ALB;AEG22;AEG22_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;succineus;;1.95;h;1.48;B;AEG22-KEFJun2017B
Arthaldeus pascuellus;4.97939237;2;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.8;A;AEG24-KEFAug2017A
Deltocephalus pulicaris;4.201158456;3;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.8;A;AEG24-KEFAug2017A
Ischnopterapion virens;1.657406815;2;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Coleoptera;Polyphaga;Apionidae;Ischnopterapion;virens;;2.2;h;2.8;A;AEG24-KEFAug2017A
Errastunus ocellaris;2.242626293;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Errastunus;ocellaris;;3.35;h;2.8;A;AEG24-KEFAug2017A
Psammotettix confinis;2.662795209;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;confinis;;3.6;h;2.8;A;AEG24-KEFAug2017A
Longitarsus melanocephalus;1.140901002;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;melanocephalus;;2.5;h;2.8;A;AEG24-KEFAug2017A
Macrosteles cristatus;2.935206124;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;2.8;A;AEG24-KEFAug2017A
Araeoncus humilis;0.634463605;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Araneae;Labidognatha;Linyphiidae;Araeoncus;humilis;;1.6;c;2.8;A;AEG24-KEFAug2017A
Meioneta rurestris;22.4358303;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Araneae;Labidognatha;Linyphiidae;Meioneta;rurestris;;6.23;c;2.8;A;AEG24-KEFAug2017A
Deltocephalus pulicaris;1.400386152;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.8;B;AEG24-KEFAug2017B
Macrosteles laevis;5.325590417;2;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;2.8;B;AEG24-KEFAug2017B
Ischnopterapion virens;0.828703408;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Coleoptera;Polyphaga;Apionidae;Ischnopterapion;virens;;2.2;h;2.8;B;AEG24-KEFAug2017B
Longitarsus melanocephalus;3.422703007;3;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;melanocephalus;;2.5;h;2.8;B;AEG24-KEFAug2017B
Macrosteles cristatus;2.935206124;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;2.8;B;AEG24-KEFAug2017B
Arthaldeus pascuellus;2.489696185;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.8;B;AEG24-KEFAug2017B
Chaetocnema hortensis;0.574331658;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Chaetocnema;hortensis;;1.9;h;2.8;B;AEG24-KEFAug2017B
Euscelis incisus;2.842688769;1;AEG24-KEFAug2017;ALB;AEG24;AEG24_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;2.8;B;AEG24-KEFAug2017B
Cantharis fulvicollis;78.99397415;7;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Cantharidae;Cantharis;fulvicollis;;6.25;c;2.8;A;AEG24-KEFJun2017A
Oedemera femorata;56.18113539;2;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Oedemeridae;Oedemera;femorata;;9;o;2.8;A;AEG24-KEFJun2017A
Hemicrepidius niger;60.73350673;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Elateridae;Hemicrepidius;niger;;12.25;h;2.8;A;AEG24-KEFJun2017A
Meligethes aeneus;0.737684157;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;2.8;A;AEG24-KEFJun2017A
Notostira elongata;13.88881353;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Notostira;elongata;;7.3;h;2.8;A;AEG24-KEFJun2017A
Longitarsus pratensis;0.373683633;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;2.8;A;AEG24-KEFJun2017A
Philaenus spumarius;9.371238401;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;2.8;A;AEG24-KEFJun2017A
Amblytylus nasutus;3.955675387;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Amblytylus;nasutus;;4.3;h;2.8;A;AEG24-KEFJun2017A
Macrosteles cristatus;5.870412247;2;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;cristatus;;3.75;h;2.8;A;AEG24-KEFJun2017A
Thamnotettix confinis;10.12107285;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Thamnotettix;confinis;;6.3;h;2.8;A;AEG24-KEFJun2017A
Arthaldeus pascuellus;2.489696185;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Arthaldeus;pascuellus;;3.5;h;2.8;A;AEG24-KEFJun2017A
Cantharis rufa;34.31630695;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Cantharidae;Cantharis;rufa;;9.75;c;2.8;A;AEG24-KEFJun2017A
Mangora acalypha;9.596244387;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Araneae;Labidognatha;Araneidae;Mangora;acalypha;;4.5;c;2.8;A;AEG24-KEFJun2017A
Psammotettix confinis;2.662795209;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;confinis;;3.6;h;2.8;A;AEG24-KEFJun2017A
Criomorphus albomarginatus;1.723500103;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Criomorphus;albomarginatus;;3;h;2.8;A;AEG24-KEFJun2017A
Cantharis fulvicollis;56.42426725;5;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Cantharidae;Cantharis;fulvicollis;;6.25;c;2.8;B;AEG24-KEFJun2017B
Notostira erratica;45.84499284;3;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Notostira;erratica;;7.6;h;2.8;B;AEG24-KEFJun2017B
Dicyphus errans;5.135532196;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Dicyphus;errans;;4.8;o;2.8;B;AEG24-KEFJun2017B
Orthops kalmii;4.177468668;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Orthops;kalmii;;4.4;h;2.8;B;AEG24-KEFJun2017B
Meligethes aeneus;0.737684157;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Coleoptera;Polyphaga;Nitidulidae;Meligethes;aeneus;;2.1;h;2.8;B;AEG24-KEFJun2017B
Deltocephalus pulicaris;1.400386152;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Deltocephalus;pulicaris;;2.75;h;2.8;B;AEG24-KEFJun2017B
Javesella pellucida;2.575400943;1;AEG24-KEFJun2017;ALB;AEG24;AEG24_2017;Jun;2017;Hemiptera;Fulgoromorpha;Delphacidae;Javesella;pellucida;;3.55;h;2.8;B;AEG24-KEFJun2017B
Longitarsus pratensis;0.373683633;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;0.67;A;AEG25-KEFAug2017A
Doratura stylata;2.935206124;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Doratura;stylata;;3.75;h;0.67;A;AEG25-KEFAug2017A
Chaetocnema hortensis;0.574331658;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Chaetocnema;hortensis;;1.9;h;0.67;A;AEG25-KEFAug2017A
Psammotettix helvolus;2.010424871;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;0.67;A;AEG25-KEFAug2017A
Chorthippus parallelus;321.1683679;2;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;0.67;A;AEG25-KEFAug2017A
Laodelphax striatellus;2.163586488;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Fulgoromorpha;Delphacidae;Laodelphax;striatellus;;3.3;h;0.67;A;AEG25-KEFAug2017A
Lygus rugulipennis;6.209775999;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;rugulipennis;;5.2;o;0.67;A;AEG25-KEFAug2017A
Philaenus spumarius;9.371238401;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Aphrophoridae;Philaenus;spumarius;;6.1;h;0.67;A;AEG25-KEFAug2017A
Euscelis incisus;2.842688769;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Euscelis;incisus;;3.7;h;0.67;A;AEG25-KEFAug2017A
Macrosteles laevis;2.662795209;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Macrosteles;laevis;;3.6;h;0.67;A;AEG25-KEFAug2017A
Sitona sulcifrons;2.646757662;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Coleoptera;Polyphaga;Curculionidae;Sitona;sulcifrons;;3.5;h;0.67;B;AEG25-KEFAug2017B
Psammotettix helvolus;6.031274613;3;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;0.67;B;AEG25-KEFAug2017B
Chorthippus parallelus;321.1683679;2;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Orthoptera;Caelifera;Acrididae;Chorthippus;parallelus;;18;h;0.67;B;AEG25-KEFAug2017B
Turrutus socialis;4.485252586;2;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Turrutus;socialis;;3.35;h;0.67;B;AEG25-KEFAug2017B
Linyphia triangularis;20.32781641;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Araneae;Labidognatha;Linyphiidae;Linyphia;triangularis;;6;c;0.67;B;AEG25-KEFAug2017B
Longitarsus luridus;0.537274827;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;luridus;;1.85;h;0.67;B;AEG25-KEFAug2017B
Lygus pratensis;10.54492257;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Heteroptera;Miridae;Lygus;pratensis;;6.5;h;0.67;B;AEG25-KEFAug2017B
Doratura stylata;2.935206124;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Hemiptera;Cicadomorpha;Cicadellidae;Doratura;stylata;;3.75;h;0.67;B;AEG25-KEFAug2017B
Longitarsus pratensis;0.373683633;1;AEG25-KEFAug2017;ALB;AEG25;AEG25_2017;Aug;2017;Coleoptera;Polyphaga;Chrysomelidae;Longitarsus;pratensis;;1.6;h;0.67;B;AEG25-KEFAug2017B
Adelphocoris lineolatus;19.37825854;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Adelphocoris;lineolatus;;8.4;h;0.67;A;AEG25-KEFJun2017A
Carpocoris purpureipennis;45.17488929;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Heteroptera;Pentatomidae;Carpocoris;purpureipennis;;12;h;0.67;A;AEG25-KEFJun2017A
Elymana sulphurella;5.030666055;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Elymana;sulphurella;;4.7;h;0.67;A;AEG25-KEFJun2017A
Hardya tenuis;4.485252587;2;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Hardya;tenuis;;3.35;h;0.67;A;AEG25-KEFJun2017A
Stenobothrus lineatus;203.9083452;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Orthoptera;Caelifera;Acrididae;Stenobothrus;lineatus;;20;h;0.67;A;AEG25-KEFJun2017A
Polymerus unifasciatus;16.75952939;2;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Polymerus;unifasciatus;;5.9;h;0.67;A;AEG25-KEFJun2017A
Psammotettix helvolus;2.010424871;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Cicadomorpha;Cicadellidae;Psammotettix;helvolus;;3.2;h;0.67;A;AEG25-KEFJun2017A
Stenobothrus lineatus;407.8166904;2;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Orthoptera;Caelifera;Acrididae;Stenobothrus;lineatus;;20;h;0.67;B;AEG25-KEFJun2017B
Charagochilus gyllenhalii;2.950030287;1;AEG25-KEFJun2017;ALB;AEG25;AEG25_2017;Jun;2017;Hemiptera;Heteroptera;Miridae;Charagochilus;gyllenhalii;;3.8;h;0.67;B;AEG25-KEFJun2017B
