species;biomass;count;year;plot;month;sampling;epitheton;genus;tribus;subfamily;family;order;class;length;feeding_guild;TrapID;replicate;Rep_ID
Squamapion cineraceum;1.305888252;2;2017;B2A09;Jul;2017 main suction Jul 1 B;cineraceum;Squamapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Eupteryx notata;3.13760512;3;2017;B2A09;Jul;2017 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Brassicogethes aeneus;0.737684157;1;2017;B2A09;Jul;2017 main suction Jul 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Emelyanoviana mollicula;2.010424871;1;2017;B2A09;Jul;2017 main suction Jul 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Anaceratagallia ribauti;3.515934291;2;2017;B2A09;Jul;2017 main suction Jul 1 B;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Javesella pellucida;2.982111359;1;2017;B2A09;Jul;2017 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Aphrodes bicinctus;9.189001532;1;2017;B2A09;Jul;2017 main suction Jul 1 B;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2017_B2A09_Jul;A;2017_B2A09_JulA
Alysiinae;0.905475714;1;2017;B2A09;Jul;2017 main suction Jul 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2017_B2A09_Jul;A;2017_B2A09_JulA
Eupteryx notata;4.183473494;4;2017;B2A09;Jul;2017 main suction Jul 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Brassicogethes aeneus;1.475368313;2;2017;B2A09;Jul;2017 main suction Jul 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Longitarsus luridus;2.149099307;4;2017;B2A09;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Squamapion cineraceum;1.305888252;2;2017;B2A09;Jul;2017 main suction Jul 1 B;cineraceum;Squamapion;NA;;Apionidae;Coleoptera;Insecta;2;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Longitarsus pratensis;4.484203596;12;2017;B2A09;Jul;2017 main suction Jul 1 B;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Andrena ovatula;29.158813;1;2017;B2A09;Jul;2017 main suction Jul 1 A;ovatula;Andrena;NA;;Andrenidae;Hymenoptera;Insecta;9.5;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Trichosirocalus troglodytes;1.198828313;1;2017;B2A09;Jul;2017 main suction Jul 1 A;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Emelyanoviana mollicula;4.020849742;2;2017;B2A09;Jul;2017 main suction Jul 1 B;mollicula;Emelyanoviana;NA;;Cicadellidae;Hemiptera;Insecta;3.2;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Euscelis incisus;3.109309509;1;2017;B2A09;Jul;2017 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Coriomeris denticulatus;21.20490733;1;2017;B2A09;Jul;2017 main suction Jul 1 A;denticulatus;Coriomeris;NA;;Coreidae;Hemiptera;Insecta;8.725;herbivore;2017_B2A09_Jul;B;2017_B2A09_JulB
Cheloninae;0.843112406;1;2017;B2A09;Jul;2017 main suction Jul 1 A;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2017_B2A09_Jul;B;2017_B2A09_JulB
Scelionidae;1.416894724;1;2017;B2A09;Jul;2017 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A09_Jul;B;2017_B2A09_JulB
Brassicogethes aeneus;9.589894038;13;2017;B2A10;Jul;2017 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A10_Jul;A;2017_B2A10_JulA
Eupteryx notata;2.091736747;2;2017;B2A10;Jul;2017 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A10_Jul;A;2017_B2A10_JulA
Lygus pratensis;10.64141951;1;2017;B2A10;Jul;2017 main suction Jul 1 B;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2017_B2A10_Jul;A;2017_B2A10_JulA
Brassicogethes aeneus;8.852209882;12;2017;B2A10;Jul;2017 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A10_Jul;B;2017_B2A10_JulB
Ceraphronidae;0.241616762;1;2017;B2A10;Jul;2017 main suction Jul 1 B;;;NA;;Ceraphronidae;Hymenoptera;Insecta;2.05;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Tenuiphantes tenuis;2.503036331;1;2017;B2A10;Jul;2017 main suction Jul 1 A;tenuis;Tenuiphantes;NA;;Linyphiidae;Araneae;Arachnida;2.7;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Alysiinae;0.905475714;1;2017;B2A10;Jul;2017 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Psammotettix helvolus;1.863755772;1;2017;B2A10;Jul;2017 main suction Jul 1 A;helvolus;Psammotettix;NA;;Cicadellidae;Hemiptera;Insecta;3.1;herbivore;2017_B2A10_Jul;B;2017_B2A10_JulB
Scelionidae;2.833789448;2;2017;B2A10;Jul;2017 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Agyneta rurestris;1.294735959;1;2017;B2A10;Jul;2017 main suction Jul 1 B;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Aphrodes bicinctus;9.189001532;1;2017;B2A10;Jul;2017 main suction Jul 1 A;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2017_B2A10_Jul;B;2017_B2A10_JulB
Bathyphantes gracilis;1.009602744;1;2017;B2A10;Jul;2017 main suction Jul 1 B;gracilis;Bathyphantes;NA;;Linyphiidae;Araneae;Arachnida;1.91;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Pteromalidae;16.55328519;1;2017;B2A10;Jul;2017 main suction Jul 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2017_B2A10_Jul;B;2017_B2A10_JulB
Eupteryx notata;1.045868373;1;2017;B2A10;Jul;2017 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A10_Jul;B;2017_B2A10_JulB
Halticus apterus;7.357751191;6;2017;B2A12;Jul;2017 main suction Jul 1 A;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Scelionidae;2.833789448;2;2017;B2A12;Jul;2017 main suction Jul 1 A;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A12_Jul;A;2017_B2A12_JulA
Longitarsus luridus;8.596397227;16;2017;B2A12;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Sitona lineatus;7.392341713;2;2017;B2A12;Jul;2017 main suction Jul 1 B;lineatus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Eulophidae;0.290330427;3;2017;B2A12;Jul;2017 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2017_B2A12_Jul;A;2017_B2A12_JulA
Euscelis incisus;9.327928525;3;2017;B2A12;Jul;2017 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Coriomeris denticulatus;21.20490733;1;2017;B2A12;Jul;2017 main suction Jul 1 B;denticulatus;Coriomeris;NA;;Coreidae;Hemiptera;Insecta;8.725;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Aphthona pallida;0.807155741;2;2017;B2A12;Jul;2017 main suction Jul 1 A;pallida;Aphthona;NA;;Chrysomelidae;Coleoptera;Insecta;1.65;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Catoplatus fabricii;3.431553468;1;2017;B2A12;Jul;2017 main suction Jul 1 B;fabricii;Catoplatus;NA;;Tingidae;Hemiptera;Insecta;4.05;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Tychius pusillus;0.522865727;1;2017;B2A12;Jul;2017 main suction Jul 1 B;pusillus;Tychius;NA;;Curculionidae;Coleoptera;Insecta;1.83;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Brassicogethes aeneus;5.163789096;7;2017;B2A12;Jul;2017 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Eupteryx notata;1.045868373;1;2017;B2A12;Jul;2017 main suction Jul 1 A;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Scopaeus minutus;0.477765193;1;2017;B2A12;Jul;2017 main suction Jul 1 A;minutus;Scopaeus;NA;;Staphylinidae;Coleoptera;Insecta;3;predator;2017_B2A12_Jul;A;2017_B2A12_JulA
Megalonotus chiragrus;8.464269167;1;2017;B2A12;Jul;2017 main suction Jul 1 A;chiragrus;Megalonotus;NA;;Rhyparochromidae;Hemiptera;Insecta;5.925;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Megophthalmus scanica;1.792831263;1;2017;B2A12;Jul;2017 main suction Jul 1 B;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2017_B2A12_Jul;A;2017_B2A12_JulA
Doryctinae;16.9988618;1;2017;B2A12;Jul;2017 main suction Jul 1 A;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2017_B2A12_Jul;A;2017_B2A12_JulA
Scelionidae;1.416894724;1;2017;B2A12;Jul;2017 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Encyrtidae;0.148035728;1;2017;B2A12;Jul;2017 main suction Jul 1 A;;;NA;;Encyrtidae;Hymenoptera;Insecta;1.65;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Eulophidae;0.483884044;5;2017;B2A12;Jul;2017 main suction Jul 1 B;;;NA;;Eulophidae;Hymenoptera;Insecta;1.5;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Catoplatus fabricii;10.2946604;3;2017;B2A12;Jul;2017 main suction Jul 1 B;fabricii;Catoplatus;NA;;Tingidae;Hemiptera;Insecta;4.05;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Alysiinae;0.905475714;1;2017;B2A12;Jul;2017 main suction Jul 1 B;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Longitarsus luridus;8.0591224;15;2017;B2A12;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Halticus apterus;4.90516746;4;2017;B2A12;Jul;2017 main suction Jul 1 A;apterus;Halticus;NA;;Miridae;Hemiptera;Insecta;2.625;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Euscelis incisus;12.43723803;4;2017;B2A12;Jul;2017 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Sitona lineatus;3.696170857;1;2017;B2A12;Jul;2017 main suction Jul 1 B;lineatus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Protapion nigritarse;0.467560872;1;2017;B2A12;Jul;2017 main suction Jul 1 B;nigritarse;Protapion;NA;;Apionidae;Coleoptera;Insecta;1.75;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Brassicogethes aeneus;2.950736627;4;2017;B2A12;Jul;2017 main suction Jul 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Aphthona pallida;1.614311483;4;2017;B2A12;Jul;2017 main suction Jul 1 A;pallida;Aphthona;NA;;Chrysomelidae;Coleoptera;Insecta;1.65;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Aphidiinae;0.572389639;1;2017;B2A12;Jul;2017 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Diplapion confluens;0.677715769;1;2017;B2A12;Jul;2017 main suction Jul 1 A;confluens;Diplapion;NA;;Apionidae;Coleoptera;Insecta;2.03;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Acalypta marginata;0.682011837;1;2017;B2A12;Jul;2017 main suction Jul 1 B;marginata;Acalypta;NA;;Tingidae;Hemiptera;Insecta;2.05;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Tychius pusillus;1.568597181;3;2017;B2A12;Jul;2017 main suction Jul 1 A;pusillus;Tychius;NA;;Curculionidae;Coleoptera;Insecta;1.83;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Sitona hispidulus;3.696170856;1;2017;B2A12;Jul;2017 main suction Jul 1 A;hispidulus;Sitona;NA;;Curculionidae;Coleoptera;Insecta;4;herbivore;2017_B2A12_Jul;B;2017_B2A12_JulB
Pachygnatha degeeri;5.067163932;1;2017;B2A12;Jul;2017 main suction Jul 1 A;degeeri;Pachygnatha;NA;;Tetragnathidae;Araneae;Arachnida;3.55;predator;2017_B2A12_Jul;B;2017_B2A12_JulB
Plagiognathus chrysanthemi;2.594811621;1;2017;B2A13;Jul;2017 main suction Jul 1 A;chrysanthemi;Plagiognathus;NA;;Miridae;Hemiptera;Insecta;3.6;omnivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Longitarsus pratensis;12.70524352;34;2017;B2A13;Jul;2017 main suction Jul 1 B;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Trichosirocalus troglodytes;2.397656626;2;2017;B2A13;Jul;2017 main suction Jul 1 B;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Anaceratagallia ribauti;1.757967145;1;2017;B2A13;Jul;2017 main suction Jul 1 A;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Longitarsus melanocephalus;1.234414131;1;2017;B2A13;Jul;2017 main suction Jul 1 A;melanocephalus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.58;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Euscelis incisus;3.109309509;1;2017;B2A13;Jul;2017 main suction Jul 1 B;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Pteromalidae;16.55328519;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Longitarsus luridus;1.074549654;2;2017;B2A13;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Cheloninae;0.843112406;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Erigone dentipalpis;1.681415259;1;2017;B2A13;Jul;2017 main suction Jul 1 B;dentipalpis;Erigone;NA;;Linyphiidae;Araneae;Arachnida;2.32;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Chlamydatus pullus;0.821007316;1;2017;B2A13;Jul;2017 main suction Jul 1 B;pullus;Chlamydatus;NA;;Miridae;Hemiptera;Insecta;2.216666667;omnivore;2017_B2A13_Jul;A;2017_B2A13_JulA
Scelionidae;1.416894724;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Microlestes maurus;1.583313792;1;2017;B2A13;Jul;2017 main suction Jul 1 A;maurus;Microlestes;NA;;Carabidae;Coleoptera;Insecta;2.85;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Scymnus frontalis;1.140901002;1;2017;B2A13;Jul;2017 main suction Jul 1 B;frontalis;Scymnus;NA;;Coccinellidae;Coleoptera;Insecta;2.5;predator;2017_B2A13_Jul;A;2017_B2A13_JulA
Longitarsus pratensis;15.69471259;42;2017;B2A13;Jul;2017 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2017_B2A13_Jul;B;2017_B2A13_JulB
Longitarsus luridus;0.537274827;1;2017;B2A13;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A13_Jul;B;2017_B2A13_JulB
Aculepeira ceropegia;100.1343295;1;2017;B2A13;Jul;2017 main suction Jul 1 A;ceropegia;Aculepeira;NA;;Araneidae;Araneae;Arachnida;10.75;predator;2017_B2A13_Jul;B;2017_B2A13_JulB
Ceraphronidae;0.241616762;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;;Ceraphronidae;Hymenoptera;Insecta;2.05;predator;2017_B2A13_Jul;B;2017_B2A13_JulB
Trichosirocalus troglodytes;4.795313252;4;2017;B2A13;Jul;2017 main suction Jul 1 A;troglodytes;Trichosirocalus;NA;;Curculionidae;Coleoptera;Insecta;2.55;herbivore;2017_B2A13_Jul;B;2017_B2A13_JulB
Doryctinae;16.9988618;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;Doryctinae;Braconidae;Hymenoptera;Insecta;8.5;predator;2017_B2A13_Jul;B;2017_B2A13_JulB
Cheloninae;0.843112406;1;2017;B2A13;Jul;2017 main suction Jul 1 B;;;NA;Cheloninae;Braconidae;Hymenoptera;Insecta;2.875;predator;2017_B2A13_Jul;B;2017_B2A13_JulB
Longitarsus melanocephalus;1.234414131;1;2017;B2A13;Jul;2017 main suction Jul 1 B;melanocephalus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;2.58;herbivore;2017_B2A13_Jul;B;2017_B2A13_JulB
Brassicogethes aeneus;30.98273458;42;2017;B2A14;Jul;2017 main suction Jul 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Aphrodes bicinctus;18.37800306;2;2017;B2A14;Jul;2017 main suction Jul 1 B;bicinctus;Aphrodes;NA;;Cicadellidae;Hemiptera;Insecta;6.05;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Longitarsus luridus;2.686374133;5;2017;B2A14;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Anaceratagallia ribauti;1.757967145;1;2017;B2A14;Jul;2017 main suction Jul 1 A;ribauti;Anaceratagallia;NA;;Cicadellidae;Hemiptera;Insecta;3.025;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Araeoncus humilis;0.583767677;1;2017;B2A14;Jul;2017 main suction Jul 1 B;humilis;Araeoncus;NA;;Linyphiidae;Araneae;Arachnida;1.55;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Mangora acalypha;9.596244387;1;2017;B2A14;Jul;2017 main suction Jul 1 B;acalypha;Mangora;NA;;Araneidae;Araneae;Arachnida;4.5;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Alysiinae;0.905475714;1;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;Alysiinae;Braconidae;Hymenoptera;Insecta;2.95;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Euscelis incisus;12.43723803;4;2017;B2A14;Jul;2017 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Meligethes nigrescens;0.737684157;1;2017;B2A14;Jul;2017 main suction Jul 1 B;nigrescens;Meligethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Mermessus trilobatus;5.440453184;1;2017;B2A14;Jul;2017 main suction Jul 1 B;trilobatus;Mermessus;NA;;Linyphiidae;Araneae;Arachnida;3.63;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Aphidiinae;0.572389639;1;2017;B2A14;Jul;2017 main suction Jul 1 B;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Lygus pratensis;10.64141951;1;2017;B2A14;Jul;2017 main suction Jul 1 B;pratensis;Lygus;NA;;Miridae;Hemiptera;Insecta;6.525;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Encyrtidae;0.296071456;2;2017;B2A14;Jul;2017 main suction Jul 1 B;;;NA;;Encyrtidae;Hymenoptera;Insecta;1.65;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Pteromalidae;16.55328519;1;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;;Pteromalidae;Hymenoptera;Insecta;7.875;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Agyneta rurestris;1.294735959;1;2017;B2A14;Jul;2017 main suction Jul 1 A;rurestris;Agyneta;NA;;Linyphiidae;Araneae;Arachnida;2.1;predator;2017_B2A14_Jul;A;2017_B2A14_JulA
Longitarsus pratensis;0.373683633;1;2017;B2A14;Jul;2017 main suction Jul 1 A;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Placochilus seladonicus;5.657907204;1;2017;B2A14;Jul;2017 main suction Jul 1 A;seladonicus;Placochilus;NA;;Miridae;Hemiptera;Insecta;5;herbivore;2017_B2A14_Jul;A;2017_B2A14_JulA
Brassicogethes aeneus;28.03199795;38;2017;B2A14;Jul;2017 main suction Jul 1 B;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Euscelis incisus;9.327928526;3;2017;B2A14;Jul;2017 main suction Jul 1 A;incisus;Euscelis;NA;;Cicadellidae;Hemiptera;Insecta;3.841666667;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Rhinoncus pericarpius;1.725936693;1;2017;B2A14;Jul;2017 main suction Jul 1 A;pericarpius;Rhinoncus;NA;;Curculionidae;Coleoptera;Insecta;2.95;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Longitarsus luridus;6.44729792;12;2017;B2A14;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Euphorinae;0.948643416;1;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;Euphorinae;Braconidae;Hymenoptera;Insecta;3;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Scelionidae;1.416894724;1;2017;B2A14;Jul;2017 main suction Jul 1 B;;;NA;;Scelionidae;Hymenoptera;Insecta;3.75;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Orthocephalus saltator;4.464603535;1;2017;B2A14;Jul;2017 main suction Jul 1 B;saltator;Orthocephalus;NA;;Miridae;Hemiptera;Insecta;4.525;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Mymaridae;0.006147203;1;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;;Mymaridae;Hymenoptera;Insecta;0.575;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Cryptinae;17.07691208;1;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;Cryptinae;Ichneumonidae;Hymenoptera;Insecta;10.5;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Eupteryx notata;1.045868373;1;2017;B2A14;Jul;2017 main suction Jul 1 B;notata;Eupteryx;NA;;Cicadellidae;Hemiptera;Insecta;2.433333333;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Eucoilidae;0.833235715;1;2017;B2A14;Jul;2017 main suction Jul 1 B;;;NA;;Eucoilidae;Hymenoptera;Insecta;2.925;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Megophthalmus scanica;1.792831263;1;2017;B2A14;Jul;2017 main suction Jul 1 B;scanica;Megophthalmus;NA;;Cicadellidae;Hemiptera;Insecta;3.05;herbivore;2017_B2A14_Jul;B;2017_B2A14_JulB
Aphidiinae;1.144779278;2;2017;B2A14;Jul;2017 main suction Jul 1 A;;;NA;Aphidiinae;Braconidae;Hymenoptera;Insecta;2.5;predator;2017_B2A14_Jul;B;2017_B2A14_JulB
Brassicogethes aeneus;0.737684157;1;2017;B2A15;Jul;2017 main suction Jul 1 A;aeneus;Brassicogethes;NA;;Nitidulidae;Coleoptera;Insecta;2.1;herbivore;2017_B2A15_Jul;A;2017_B2A15_JulA
Longitarsus luridus;0.537274827;1;2017;B2A15;Jul;2017 main suction Jul 1 B;luridus;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.85;herbivore;2017_B2A15_Jul;B;2017_B2A15_JulB
Longitarsus pratensis;0.373683633;1;2017;B2A15;Jul;2017 main suction Jul 1 B;pratensis;Longitarsus;NA;;Chrysomelidae;Coleoptera;Insecta;1.6;herbivore;2017_B2A15_Jul;B;2017_B2A15_JulB
Javesella pellucida;5.964222717;2;2017;B2A16;Jul;2017 main suction Jul 1 B;pellucida;Javesella;NA;;Delphacidae;Hemiptera;Insecta;3.775;herbivore;2017_B2A16_Jul;A;2017_B2A16_JulA
